work_id,openalex_url,doi,title,publication_year,publication_date,work_type,crossref_type,language,cited_by_count,fwci,cited_by_percentile_year_min,cited_by_percentile_year_max,referenced_works_count,locations_count,is_retracted,is_paratext,is_open_access,open_access_status,open_access_url,any_repository_has_fulltext,primary_source_id,primary_source_name,primary_source_type,primary_source_issn_l,primary_source_publisher,primary_landing_page_url,primary_pdf_url,primary_license,primary_version,primary_is_oa,primary_topic_id,primary_topic_name,primary_subfield_name,primary_field_name,primary_domain_name,author_count,institution_count,country_count,country_codes,first_author_name,last_author_name,matched_query_terms,matched_query_count,retrieval_modes,frontier_ai_relevance_score
W7155224592,https://openalex.org/W7155224592,https://doi.org/10.5281/zenodo.19699177,Semantic Bootstrapping for Agentic AI Analysis of Energy Microgrids: A Multi-Provider LLM Evaluation,2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19699177,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19699177,,,,True,T10223,Microgrid Control and Optimization,Control and Systems Engineering,Engineering,Physical Sciences,1,0,0,,Kamil Grajski,Kamil Grajski,large language model agent,1,newest,1
W7155353594,https://openalex.org/W7155353594,https://doi.org/10.48550/arxiv.2604.20133,EvoAgent: An Evolvable Agent Framework with Skill Learning and Multi-Agent Delegation,2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.20133,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.20133,,,,True,T11714,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,6,0,0,,Aimin Zhang,Fangzheng Li,large language model agent,1,newest,1
W7155359176,https://openalex.org/W7155359176,https://doi.org/10.20944/preprints202604.1595.v1,Stateful Guardrails for Multi-Turn LLM Systems: A Conversational Risk Accumulation Framework,2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.20944/preprints202604.1595.v1,True,S6309402219,Preprints.org,repository,,,https://doi.org/10.20944/preprints202604.1595.v1,,cc-by,acceptedVersion,True,T11689,Adversarial Robustness in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences,2,0,0,,Sanjay Mishra,Ganesh R. Naik,large language model agent,1,newest,1
W7155360977,https://openalex.org/W7155360977,https://doi.org/10.48550/arxiv.2604.20065,From Hidden Profiles to Governable Personalization: Recommender Systems in the Age of LLM Agents,2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.20065,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.20065,,,,True,T12128,AI in Service Interactions,Artificial Intelligence,Computer Science,Physical Sciences,9,0,0,,Jiahao Liu,Ning Gu,LLM alignment|large language model agent,2,newest,1
W7155365171,https://openalex.org/W7155365171,https://doi.org/10.48550/arxiv.2604.20795,"Automatic Ontology Construction Using LLMs as an External Layer of Memory, Verification, and Planning for Hybrid Intelligent Systems",2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.20795,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.20795,,cc-by,,True,T10906,AI-based Problem Solving and Planning,Artificial Intelligence,Computer Science,Physical Sciences,2,1,1,SI,Pavel Salovskii,Iuliia Gorshkova,large language model agent,1,newest,1
W7155382084,https://openalex.org/W7155382084,https://doi.org/10.48550/arxiv.2604.20140,HiPO: Hierarchical Preference Optimization for Adaptive Reasoning in LLMs,2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.20140,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.20140,,cc-by,,True,T11596,Constraint Satisfaction and Optimization,Computer Networks and Communications,Computer Science,Physical Sciences,5,0,0,,Darsh Kachroo,Kevin Zhu,large language model agent,1,newest,1
W7155386902,https://openalex.org/W7155386902,https://doi.org/10.48550/arxiv.2604.20179,Taint-Style Vulnerability Detection and Confirmation for Node.js Packages Using LLM Agent Reasoning,2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.20179,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.20179,,,,True,T12479,Web Application Security Vulnerabilities,Information Systems,Computer Science,Physical Sciences,3,0,0,,Ronghao Ni,Limin Jia,large language model agent,1,newest,1
W7155399290,https://openalex.org/W7155399290,https://doi.org/10.48550/arxiv.2604.20117,To Know is to Construct: Schema-Constrained Generation for Agent Memory,2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.20117,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.20117,,cc-by,,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,4,0,0,,Lei Zheng,Yanming Yang,large language model agent,1,newest,1
W7155410242,https://openalex.org/W7155410242,https://doi.org/10.48550/arxiv.2604.20658,Cooperative Profiles Predict Multi-Agent LLM Team Performance in AI for Science Workflows,2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.20658,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.20658,,,,True,T11986,Scientific Computing and Data Management,Information Systems and Management,Decision Sciences,Social Sciences,3,0,0,,Shivani Kumar,David Jurgens,large language model agent,1,newest,1
W7155414187,https://openalex.org/W7155414187,https://doi.org/10.48550/arxiv.2604.20261,Memory-Augmented LLM-based Multi-Agent System for Automated Feature Generation on Tabular Data,2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.20261,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.20261,,,,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,8,0,0,,Fengxian Dong,Enhong Chen,large language model agent,1,newest,3
W7155492807,https://openalex.org/W7155492807,https://doi.org/10.48550/arxiv.2604.20924,Clinically Interpretable Sepsis Early Warning via LLM-Guided Simulation of Temporal Physiological Dynamics,2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.20924,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.20924,,cc-by,,True,T10218,Sepsis Diagnosis and Treatment,Epidemiology,Medicine,Health Sciences,7,0,0,,Weizhi Nie,Hongzhi Yu,large language model agent,1,newest,1
W7155510550,https://openalex.org/W7155510550,https://doi.org/10.48550/arxiv.2604.20916,AnalogMaster: Large Language Model-based Automated Analog IC Design Framework from Image to Layout,2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.20916,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.20916,,,,True,T11522,VLSI and FPGA Design Techniques,Electrical and Electronic Engineering,Engineering,Physical Sciences,6,0,0,,Xian Rong Qin,Ning Xu,large language model agent|prompt engineering,2,newest,2
W7155529080,https://openalex.org/W7155529080,https://doi.org/10.48550/arxiv.2604.20987,Co-Evolving LLM Decision and Skill Bank Agents for Long-Horizon Tasks,2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.20987,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.20987,,cc-by,,True,T11574,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Physical Sciences,8,0,0,,Xiyang Wu,Dinesh Manocha,large language model agent,1,newest,2
W7155544148,https://openalex.org/W7155544148,https://doi.org/10.48550/arxiv.2604.20926,Learning Reasoning World Models for Parallel Code,2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.20926,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.20926,,,,True,T10260,Software Engineering Research,Information Systems,Computer Science,Physical Sciences,4,0,0,,Gautam Singh,Harshitha Menon,large language model agent,1,newest,1
W7155573864,https://openalex.org/W7155573864,,EvoAgent: An Evolvable Agent Framework with Skill Learning and Multi-Agent Delegation,2026,2026-04-22,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.20133,True,S4393918464,ArXiv.org,repository,2331-8422,,https://arxiv.org/abs/2604.20133,https://arxiv.org/pdf/2604.20133,,submittedVersion,True,T11714,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,6,0,0,,Aimin Zhang,Fangzheng Li,large language model agent,1,newest,1
W7155573900,https://openalex.org/W7155573900,,HiPO: Hierarchical Preference Optimization for Adaptive Reasoning in LLMs,2026,2026-04-22,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.20140,True,S4393918464,ArXiv.org,repository,2331-8422,,https://arxiv.org/abs/2604.20140,https://arxiv.org/pdf/2604.20140,cc-by,submittedVersion,True,T11596,Constraint Satisfaction and Optimization,Computer Networks and Communications,Computer Science,Physical Sciences,5,0,0,,Darsh Kachroo,Kevin Zhu,large language model agent,1,newest,1
W7155574170,https://openalex.org/W7155574170,,Memory-Augmented LLM-based Multi-Agent System for Automated Feature Generation on Tabular Data,2026,2026-04-22,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.20261,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.20261,https://arxiv.org/pdf/2604.20261,,submittedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,8,0,0,,Fengxian Dong,Enhong Chen,large language model agent,1,newest,3
W7155574291,https://openalex.org/W7155574291,,To Know is to Construct: Schema-Constrained Generation for Agent Memory,2026,2026-04-22,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.20117,True,S4393918464,ArXiv.org,repository,2331-8422,,https://arxiv.org/abs/2604.20117,https://arxiv.org/pdf/2604.20117,cc-by,submittedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,4,0,0,,Lei Zheng,Yanming Yang,large language model agent,1,newest,1
W7155574397,https://openalex.org/W7155574397,,Taint-Style Vulnerability Detection and Confirmation for Node.js Packages Using LLM Agent Reasoning,2026,2026-04-22,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.20179,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.20179,https://arxiv.org/pdf/2604.20179,,submittedVersion,True,T12479,Web Application Security Vulnerabilities,Information Systems,Computer Science,Physical Sciences,3,1,1,US,Ronghao Ni,Limin Jia,large language model agent,1,newest,1
W7155574409,https://openalex.org/W7155574409,,From Hidden Profiles to Governable Personalization: Recommender Systems in the Age of LLM Agents,2026,2026-04-22,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.20065,True,S4393918464,ArXiv.org,repository,2331-8422,,https://arxiv.org/abs/2604.20065,https://arxiv.org/pdf/2604.20065,,submittedVersion,True,T12128,AI in Service Interactions,Artificial Intelligence,Computer Science,Physical Sciences,9,4,3,CN|GB|US,Jiahao Liu,Ning Gu,LLM alignment|large language model agent,2,newest,1
W7155574423,https://openalex.org/W7155574423,,Cooperative Profiles Predict Multi-Agent LLM Team Performance in AI for Science Workflows,2026,2026-04-22,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.20658,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.20658,https://arxiv.org/pdf/2604.20658,,submittedVersion,True,T11986,Scientific Computing and Data Management,Information Systems and Management,Decision Sciences,Social Sciences,3,1,1,US,Shivani Kumar,David Jurgens,large language model agent,1,newest,1
W7155575006,https://openalex.org/W7155575006,,UR-166-204 Multi-user STEM Learning Experience Powered by LLM Conversational Agents,2026,2026-04-22,article,,,0,0.0,,,0,1,False,False,True,green,https://digitalcommons.kennesaw.edu/cgi/viewcontent.cgi?article=1703&context=cday,True,S4306402216,DigitalCommons@Kennesaw State University (Kennesaw State University),repository,,Kennesaw State University,https://digitalcommons.kennesaw.edu/cday/Spring_2026/Undergraduate_Research/5,https://digitalcommons.kennesaw.edu/cgi/viewcontent.cgi?article=1703&context=cday,,submittedVersion,True,T12128,AI in Service Interactions,Artificial Intelligence,Computer Science,Physical Sciences,3,0,0,,Devon Haynes,Oliver Haggard,large language model agent,1,newest,1
W7155581559,https://openalex.org/W7155581559,,GRM-012-173 Can You Trust AI Code? Understanding and Detecting Breaking Changes using LLMs,2026,2026-04-22,article,,,0,0.0,,,0,1,False,False,True,green,https://digitalcommons.kennesaw.edu/cgi/viewcontent.cgi?article=1733&context=cday,True,S4377196456,DigitalCommons - Kennesaw State University (Kennesaw State University),repository,,Kennesaw State University,https://digitalcommons.kennesaw.edu/cday/Spring_2026/Masters_Research/2,https://digitalcommons.kennesaw.edu/cgi/viewcontent.cgi?article=1733&context=cday,,submittedVersion,True,T10260,Software Engineering Research,Information Systems,Computer Science,Physical Sciences,2,0,0,,K M Ferdous,Kowshik Chowdhury,large language model agent,1,newest,1
W7155654045,https://openalex.org/W7155654045,,Co-Evolving LLM Decision and Skill Bank Agents for Long-Horizon Tasks,2026,2026-04-22,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.20987,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.20987,https://arxiv.org/pdf/2604.20987,cc-by,submittedVersion,True,T11574,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Physical Sciences,8,0,0,,Xiyang Wu,Dinesh Manocha,large language model agent,1,newest,2
W7155654342,https://openalex.org/W7155654342,,Clinically Interpretable Sepsis Early Warning via LLM-Guided Simulation of Temporal Physiological Dynamics,2026,2026-04-22,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.20924,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.20924,https://arxiv.org/pdf/2604.20924,cc-by,submittedVersion,True,T10218,Sepsis Diagnosis and Treatment,Epidemiology,Medicine,Health Sciences,7,0,0,,Weizhi Nie,Hongzhi Yu,large language model agent,1,newest,1
W7155654695,https://openalex.org/W7155654695,,Learning Reasoning World Models for Parallel Code,2026,2026-04-22,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.20926,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.20926,https://arxiv.org/pdf/2604.20926,,submittedVersion,True,T10260,Software Engineering Research,Information Systems,Computer Science,Physical Sciences,4,0,0,,Gautam Singh,Harshitha Menon,large language model agent,1,newest,1
W7155654835,https://openalex.org/W7155654835,,AnalogMaster: Large Language Model-based Automated Analog IC Design Framework from Image to Layout,2026,2026-04-22,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.20916,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.20916,https://arxiv.org/pdf/2604.20916,,submittedVersion,True,T11522,VLSI and FPGA Design Techniques,Electrical and Electronic Engineering,Engineering,Physical Sciences,6,0,0,,Xian Rong Qin,Ning Xu,large language model agent|prompt engineering,2,newest,2
W4403006519,https://openalex.org/W4403006519,https://doi.org/10.1109/icassp55912.2026.11460889,Can LLMS Beat Humans in Debating? A Dynamic Multi-Agent Framework for Competitive Debate,2026,2026-04-21,preprint,,en,0,0.0,,,0,3,False,False,True,green,https://arxiv.org/pdf/2408.04472,True,,,,,,https://doi.org/10.1109/icassp55912.2026.11460889,,,publishedVersion,False,T13402,Business Strategy and Innovation,Strategy and Management,"Business, Management and Accounting",Social Sciences,6,2,2,CN|US,Yiqun Zhang,Kaisong Song,large language model agent,1,newest,1
W4414586766,https://openalex.org/W4414586766,https://doi.org/10.1109/icassp55912.2026.11460976,DoctorAgent-RL: A Multi-Agent Collaborative Reinforcement Learning System for Multi-Turn Clinical Dialogue,2026,2026-04-21,preprint,,en,0,0.0,,,0,3,False,False,True,green,https://arxiv.org/pdf/2505.19630,True,,,,,,https://doi.org/10.1109/icassp55912.2026.11460976,,,publishedVersion,False,T12031,Speech and dialogue systems,Artificial Intelligence,Computer Science,Physical Sciences,5,3,1,CN,Yichun Feng,Yixue Li,large language model agent,1,newest,1
